consumer-complaint	product-in-question	problem-in-question	timely-response	dummy-continuous-1	dummy-continuous-2
i have outdated information on my credit report that i have previously disputed that has yet to be removed this information is more then seven years old and does not meet credit reporting requirements	Credit reporting	Incorrect information on credit report	AL	Closed with explanation	Yes	0.426014841218	3.81396869632
i purchased a new car on xxxx xxxx . the car dealer called citizens bank to get a 10 day payoff on my loan , good till xxxx xxxx . the dealer sent the check the next day . when i balanced my checkbook on xxxx xxxx . i noticed that citizens bank had taken the automatic payment out of my checking account at xxxx xxxx xxxx bank . i called citizens and they stated that they did not close the loan until xxxx xxxx . ( stating that they did not receive the check until xxxx . xxxx . ) . i told them that i did not believe that the check took that long to arrive . xxxx told me a check was issued to me for the amount overpaid , they deducted additional interest . today ( xxxx xxxx , ) i called citizens bank again and talked to a supervisor named xxxx , because on xxxx xxxx . i received a letter that the loan had been paid in full ( dated xxxx , xxxx ) but no refund check was included . xxxx stated that they hold any over payment for 10 business days after the loan was satisfied and that my check would be mailed out on wed. the xx/xx/xxxx.. i questioned her about the delay in posting the dealer payment and she first stated that sometimes it takes 3 or 4 business days to post , then she said they did not receive the check till xxxx xxxx i again told her that i did not believe this and asked where is my money . she then stated that they hold the over payment for 10 business days . i asked her why , and she simply said that is their policy . i asked her if i would receive interest on my money and she stated no . i believe that citizens bank is deliberately delaying the posting of payment and the return of consumer 's money to make additional interest for the bank . if this is not illegal it should be , it does hurt the consumer and is not ethical . my amount of money lost is minimal but if they are doing this on thousands of car loans a month , then the additional interest earned for them could be staggering . i still have another car loan from citizens bank and i am afraid when i trade that car in another year i will run into the same problem again .	Consumer Loan	Managing the loan or lease	PA	Closed with explanation	Yes	0.563981754056	3.29199828401
`` an account on my credit report has a mistaken date . i mailed in a debt validation letter to allow xxxx to correct the information . i received a letter in the mail , stating that experian received my correspondence and found it to be `` '' suspicious '' and that `` '' i did n't write it '' . experian 's letter is worded to imply that i am incapable of writing my own letter . i was deeply offended by this implication . i called experian to figure out why my letter was so suspicious . i spoke to a representative who was incredibly unhelpful , she did not effectively answer any questions i asked of her , and she kept ignoring what i was saying regarding the offensive letter and my dispute process . i feel the representative did what she wanted to do , and i am not satisfied . it is still not clear to me why i received this letter . i typed this letter , i signed this letter , and i paid to mail this letter , yet experian willfully disregarded my lawful request . i am disgusted with this entire situation , and i would like for my dispute to be handled appropriately , and i would like for an experian representative to contact me and give me a real explanation for this letter . ''	Credit reporting	Credit reporting company's investigation	VA	Closed with explanation	Yes	0.855015497553	3.43080053167
this company refuses to provide me verification and validation of debt per my right under the fdcpa . i do not believe this debt is mine .	Debt collection	Disclosure verification of debt	TX	Closed with explanation	Yes	0.15398225783	3.70641192606
this complaint is in regards to square two financial . refer to cfpb case number xxxx regarding cach , l. l. c. square two financial has utilized my entire social security number to include date of birth on the pfd document listed with this complaint . the initial complaint was with cach , l. l. c. and not square two financial . this is in breach of the following : 1. identity theft assumption and deterrence act of xxxx 2. privacy act of xxxx xxxx . social security xxxx 4. xxxx privacy act-which carries a maximum xxxx fine for each calendar cap year . 5. breach of title xxxx , xxxx xxxx xxxx xxxx under xxxx and xxxx the solution is to have cach , l.l.c handle this correction and not square two financial . two square financial submitted the xxxx xxxx xxxx with their subscriber name on the form listed on cfpb case # xxxx they are rendered liable in this matter . in addition , there is an account number associated with this universal data form and they could use that account number instead of a ssn and dob which is against xxxx xxxx xxxx this is also includes removal of the xxxx xxxx form off of cfpb case # xxxx listed as a pdf document attached to this case number . square two financial was contacted at xxxxxxxxxxxx as of xxxx/xxxx/xxxx by e-mail in regards to this matter . in addition , all of my information is not for sale and distribution via fax , fax-scanned , copied , stored in a retrieval system , recorded , transmitted digitally or electronically without my expressed written consent . this information is protected under copyright and publishing laws of xxxx xxxx and xxxx xxxx . this information is protected under the xxxx xxxx xxxx xxxx xxxx under the freedom of speech under xxxx xxxx xxxx to include the uniform commercial codes xxxx and xxxx . these rights are reserved world wide .	Debt collection	Improper contact or sharing of info	NE	Closed with explanation	Yes	0.396109278829	3.7994578497
started the refinance of home mortgage process with cash out option on xx/xx/2016 . necessary documents were submitted by xxxx . after initial review , got good faith estimate with loan amount and closing cost . based on this estimate , a deposit of { $ 350.00 } was made towards appraisal . appraisal came with lesser amount by { $ 5000.00 } . agreed to reduce the loan amount to that extent . however , got a revised estimate which was less by { $ 30000.00 } and with additional closing cost towards points etc . in between got numerous revised estimates with different loan amounts and closing cost . it took more than 2 months to reach any definite closing document . hence , want to get back the deposit of { $ 350.00 } .	Mortgage	Settlement process and costs	NJ	Closed with monetary relief	No	0.29202153043	3.59115491978
in xxxx , i and my ex-husband applied for a refinance & heloc from beneficial . the loans were granted . my ex-husband passed away xxxx xxxx . at this time i contacted a lawyer to determine my options for having my husband removed from the title to the property and mortgage . lawyer took care of having husband removed from the title . i recently attempted to apply for refinance to remove him from the mortgage and take cash out . i learned through an attempt to refinance i was unable to refinance the property due to there is no deed from xxxx found indicating my interest in the property . the only deed filed with the xxxx county illinois recorder was in xxxx with the original purchase of the home in which my ex-husband was the only one listed on the deed . beneficial did file a mortgage on xxxx , xxxx on the property . i am just outraged at this point that i took out a loan on my home , yet it was never deeded in my name as one of the rightful owners . now i am being denied the ability to refinance at this time because i can not show that i was the rightful owner of this property prior to xxxx/xxxx/xxxx when my children quit claimed their fathers interest to me . i am just sick of this company and the way this company misleads and xxxx over customers . i am technically being forced to remain with this company because i can not secure financing with another reputable company because i have to wait anywhere from 6 - 12months to refinance , because the property i have owned for over 20 years and paying on for over 20years is considered inheritance since it was just quit claimed to me xxxx/xxxx/xxxx .	Mortgage	Application, originator, mortgage broker	IL	Closed with explanation	Yes	0.162706784737	3.52062473404
i have disputed several accounts on my credit report with equifax several times . i first disputed with the original creditors , xxxx , xxxx xxxx , and xxxx xxxx solutions and after 3 letters did not receive any correspondence with proof . i sent copies of the letters and certified mail receipts to the credit bureau but they continue to verify these debts without copies of any proof with my signature . a statement of dispute was also never put on my credit report . equifax only continues to update the accounts associated with these creditors .	Credit reporting	Credit reporting company's investigation	MS	Closed with explanation	Yes	0.317916819478	3.11773422842
mortgage was transferred to nationstar as of xxxx/xxxx/xxxx . since then our payments are not posted in a timely manner or for the amount sent . for example payment cleared our bank on xxxx/xxxx/xxxx for xxxx per the payment history received from nationstar the payment was not posted until xxxx/xxxx/xxxx and only for amount of xxxx . payment cleared our bank on xxxx/xxxx/xxxx for xxxx but was not posted to our account until xxxx/xxxx/xxxx and only for amount xxxx when our loan was transferred to nationstar from xxxx we only received a good by letter from xxxx but no welcome package from nationstar . so had to contact them to make sure the payment amount was the same as xxxx . i was told it was the same so that is what we are sending but they are only posting xxxx have to call every month to get a payment history as they will not allow use of the website . try to get information several times as to why it takes so long to post the money and why it is less than we sent . sent them the exact same documents attached and all they will state is they have no record of sending me the history every month and they are posting the money for what we sent . have been unable to resolve the issue with nationstar as they are not willing to listen or review the documents i sent to them as proof of what they sent me . have been calling them every month since xxxx xxxx to get a payment history but they deny sending it each month .	Mortgage	Loan servicing, payments, escrow account	CA	Closed with explanation	Yes	0.180088664306	3.45704410239
was a happy xxxx card member for years , in late xx/xx/2016 xxxx converted the card portfolio to barclaycard ( xxxx ) . we almost never carry a balance over , but we started to in xx/xx/xxxx and barclay has been overcharging the interest expense every month . instead of charging interest on the carried balance they charged it on the entire average balance . so if we charged { $ 3000.00 } last month and carried { $ 3000.00 } from previous months then they charged us 15 % of the { $ 6000.00 } = { $ 75.00 } , should have been { $ 37.00 } in interest charges . they are double dipping , getting the interchange fee ( 1.5 % of purchase , equal to an 18 % apr ) , plus they are getting the interest on the purchases at 15 % , that is the equivalent of an 33 % interest charge . i feel this practice is very unethical , if not illegal . we converted , not by our choice , from xxxx to barclaycard mastercard , so if we leave we lose all the points we acquired in previous years . completely unfair and is why the big financials have the hated reputation they have now . hope you folks over there can investigate .	Credit card	Other fee	MA	Closed with explanation	Yes	0.230372701388	3.84093262359
without provocation , i received notice that my credit line was being decreased by nearly 100 % . my available credit was reduced from $ xxxx to xxxx ( the rough amount of my available balance ) . when i called to question the change , i was provided a nob-descript response referencing my xxxx report . it was my understanding that under the fcra i was entitled to a copy of this report , but was refused by citi and have been given no further explanation . this is predatory in that it affects my utilization of credit , further subjecting me to increase in aprs , etc and a higher cost of credit without any reason .	Credit card	Credit line increase/decrease	IL	Closed with explanation	Yes	0.892345172276	3.76536944363
i am writing to request your assistance in looking into the deceptive practices of this collection law-firm above . it appears that they are using tactics that may be violating consumer protection law in debt collection practices depriving consumers of their rights to dispute . 1 in xxxx xxxx , i received a notice from the above company , the next day , i contacted their offices as instructed -- the memo dated xxxx/xxxx/xxxx instruct me to contact the plaintiff attorney , not the court . i followed the instructions provided and contacted the plaintiff attorney by phone and also faxed a letter on xxxx/xxxx/xxxx disputing the debt ( see letter ) . 2. the company responded with a letter dated xxxx/xxxx/xxxx by sending me a bill with a due date for xxxx . i had requested a bill showing what my balance was back when i made a payment back in xxxx xxxx for { $ 100.00 } . i was disputing the amount owed , disputing the charges . 3. i wrote back to the company and faxed another dispute letter on xxxx xxxx , xxxx continue to dispute the amount owed . 4. the company sent me a response on xxxx/xxxx/xxxx saying that they furnished me the information , i was not disputing that i owe xxxx xxxx , i was disputing that the balance was inaccurate and that i needed proof of the last known charges and activity on the account which was xxxx xxxx . in the last paragraph of their letter it indicated that if i was disputing the amount to send a letter and so on.. 5. on xxxx xxxx , xxxx -- i sent another letter to the company disputing the balance and requesting the documents again . the company never responded to my xxxx xxxx letter , they since had not communication with me , until xxxx xxxx xxxx when i received a letter from them with a copy of a default judgment that they filed the court clerk 's office indicating that i failed to respond to their judgment . facts:1. the only judgment that the above firm served me with was the original judgment which i am attaching dispute letters showing that i responded as instructed to their office on xxxx different occasions . 2. the plaintiff failed to respond to my dispute and furnish the information provided-and was probably unable to obtain proof of the original of the debt3 . instead of using credible legal procedure to settle the debts , they utilized unfaithful and dirty tactics , violated my rights . 4. went to the court , committed perjury under the law by filing false documents with the court that i defaulted on the judgment and failed to respond when in fact i responded and they failed to furnish proof . 5. i went the court house and the clerk 's office , i was told that the company did not notify their offices that they had been in contact with me , instead they the company told the court and clerk 's office that i did not respond to their summons the the clerks office granted them the default judgement based on their false information that i did not respond to their summons . they filed a false affirmation with the clerk 's office .	Debt collection	Taking/threatening an illegal action	NY	Closed with explanation	Yes	0.096633445358	3.96411724131
i am disputing the inaccurate information the chex-systems has on my credit report . i initially submitted a police report on xxxx/xxxx/16 and chex systems only deleted the items that i mentioned in the letter and not all the items that were actually listed on the police report . in other words they wanted me to say word for word to them what items were fraudulent . the total disregard of the police report and what accounts that it states that are fraudulent . if they just had paid a little closer attention to the police report i would not been in this position now and they would n't have to research once again . i would like the reported information to be removed : xxxx xxxx xxxx	Credit reporting	Incorrect information on credit report	NJ	Closed with explanation	Yes	0.929185473917	3.72278873108
`` checked my credit report after filing complaint with cfpb on xxxx . was finally able to get access to the dispute forms and the xxxx xxxx account scheduled for deletion xx/xx/xxxx2017 was still on record . after already registering with my report number , name and social security and placing the dispute in the `` '' dispute cart '' , when i attempted to upload as instructed , i was taken to another form which requested the same ( and more ) information which was already a matter of record in order to get access to the report in the first place . screenshots attached . designed to discourage ? ''	Credit reporting	Incorrect information on credit report	NY	Closed with non-monetary relief	Yes	0.033085583657	3.9873010454
need to move into a xxxx facility . can no longer afford to pay this morthage . would like to have what monies i 've paid in marked off as paid in full .	Mortgage	Credit decision / Underwriting	GA	Closed with explanation	Yes	0.519249184301	3.29644802848
i attempted to open a xxxx xxxx account on xxxx xxxx 2017 and i was unable to due to misinformation on my credit report . they advised me to resolve the issue by disputing this information that is not mine and i am doing so . i also would like to say i had been a victim of consumer fraud and want to be issued protection from others being able to access my information for their own personal gain . i am in a position in which i can not even open an account because of this fradulent act against me and i need to recieve proper treatment .	Credit reporting	Incorrect information on credit report	CA	Closed with explanation	Yes	0.0645922021239	3.4118510163
experian allowed xxxx to pull a hard credit inquiry without my permission . this was done by the xxxx store on xxxx xxxx in xxxx , sc . the store employee who did this was xxxx . after my credit was pulled , she tried to get this reversed . i want this credit pull to be removed from my credit report immediately !	Credit reporting	Improper use of my credit report	SC	Closed with non-monetary relief	Yes	0.3831961003	3.28063481785
i had an fha loan at us bank that was paid off on xxxx xxxx 2015. on paying the loan off on the xxxx xxxx instead of xxxx xxxx i was charged { $ 1000.00 } interest fee . i spoke to us bank in regards to this and was informed that they were unwilling to refund the charge of { $ 1000.00 } even though the interest charged was the exact same day as the loan was paid off . i feel that a { $ 1000.00 } charge for paying off a mortgage loan 2 days into the month is , for better words , a scam .	Mortgage	Loan servicing, payments, escrow account	TN	Closed with explanation	Yes	0.42046262601	3.79097517198
i was tolled i would have a credit score of xxxx at the end of six months.by the customer support specialist worked on my case . which she no longer works their.. in fact they lowered my score ... nothing changed . they keep disputing things that i was paying on like my car payment , my credit card , etc . they company is parkview credit .	Other financial service	Fraud or scam	MI	Closed with explanation	Yes	0.953919732971	3.09041937528
`` i went through a divorce several years ago and requested a home loan modification through bank of america . bank of america refused to get back to me on several occasions causing the process to take a year , destroying my credit in the process . only when they got the foreclosure judgment and sent it to sheriff sale did they process it correctly and i paid on time for over a year . we decided to sell the home in 2015 and listed it for sale . after about 75 days , we received an offer and accepted . we promptly got an apartment , paid a deposit and signed a lease . we moved into the new apartment about 5 days before closing . as we were preparing for closing , it was discovered by the purchasing lender ( unknown to me ) that bank of america had sold our overdue principal to hud . this required us to sell our home for over { $ 150000.00 } to break even . the house only appraised at around { $ 120000.00 } because there have been so many foreclosures in our area . i contacted bank of america to determine what we could do and informed them that we had a buyer if they could process the short sale immediately . they said that they would probably not be able to and `` '' hopefully the buyer was still around '' . they went through the same process of continually requesting updated information for months while the process dragged on . i lost my buyer and could make the mortgage payments and the rent payment on my apartment so i continued to work through the home modification process . i contacted their lawyers several times , received a response on a few occassions . finally , on xxxx xxxx , i received an email back from xxxx xxxx at xxxx xxxx ( bank of america 's attorney ) saying that my loan has been `` '' service released '' to xxxx xxxx . i immediately called them to restart the process and was sent out a packet . i was in the process of submitting the packet and gathering all of the info they needed . my wife drove by the house and there was a sherrif sale notification on it for xx/xx/xxxx . bank of america , who would no longer work with me and would never respond and sold it to xxxx , processed a sheriff sale . they began the sheriff sale process after i was informed by their lawyers that they no longer serviced the loan ! i called xxxx and they confirmed that bank of america did complete that . lastly , i logged on to the sheriff 's website to discover that bank of america bought it ! i can only see this as they intentionally did this to somehow gain from the process . ''	Mortgage	Loan modification,collection,foreclosure	OH	Closed with explanation	Yes	0.109362666466	3.07712211132
`` signed up for the american express xxxx card when they had the xxxx points bonus offer . met the minimum spend of { $ 3000.00 } in 3 months . received the bonus on xxxx/xxxx/16 and they have taken back the xxxx point bonus on xxxx/xxxx/16 , called american express customer support was not given any details as to why they have taken the bonus back only that it was a `` '' point adjustment '' and the representative could not tell me anything more . i have done nothing illegal or immoral using any of my amex cards and can not see why the points are being taken back . ''	Credit card	Rewards	AZ	Closed with non-monetary relief	Yes	0.69948557576	3.40092252
re : credit inquiries experian credit report there must be another person with the same name as me . there is inaccurate credit inquiries on my credit report . i am not aware of the credit inquiries circled on the credit report attached . please provide me documentation bearing my signature , so that i can validate these credit inquires . i am requesting the documentation from credit companies , if they fail to provide me the documentation bearing my signature , then they must delete the account from all the reporting credit bureaus . please address this matter within five business days of receiving this letter .	Credit reporting	Incorrect information on credit report	FL	Closed with explanation	Yes	0.750400545076	3.19030882705
experian is reporting an address that is not mine . i have disputed this incorrect information on many occasions and i have not have any success getting this incorrect information remove from my credit report . the incorrect address is the xxxx xxxx xxxx , xxxx , ga address .	Credit reporting	Incorrect information on credit report	GA	Closed with non-monetary relief	Yes	0.337167092413	3.64007935127
my identity was stolen . i filed a complaint , police report , affidavit , etc . i contacted the original company , and the collection agency to resolve this debt . both of them keep sending me to each other , and neither will help in resolving this issue . i have spoken to supervisors at each company and still get the same answer- contact the other company . i want this debt removed from my credit , as it was fraudulent . the collection agency even offered to settle for { $ 300.00 } ! i am not paying a dime to a company i never had an account with !	Debt collection	Cont'd attempts collect debt not owed	ME	Closed with explanation	Yes	0.475548004054	3.26460830064
`` select portfolio servicing has been deceptive and intimidating . it has been difficult for me to find my past due balance . i missed a regular monthly payment . when i attempted to make a payment to try to get caught up i could not find my past due balance . my printed statement listed a past due balance , but it did not list a payment that i had made prior to the statement being generated . my online account did not list a past due balance at all . it only told me that i had a regular monthly payment due . it also did not list any late fees or other fees of any kind . i then received a letter stating that my mortgage was now in default . this confused me even more because neither my statement or online account had any information about my loan being in default . also , i did n't think my loan could be in default because i was approximately 30 days past due . i called sps . when i called and entered in my account information , i was greeted by an audio recording stating that i had a regular monthly payment due . the recording made no reference to a past due balance or to my loan being in default or to any fees that may be due . i selected the option to speak with a representative . prior to speaking with a representative i was greeted by another recording stating that i was about to speak with a `` '' debt collector '' and that any information given would be used in order to `` '' collect on a debt '' . at this point i felt sps was deliberately trying to confuse and intimidate me . is sps a mortgage loan servicer or a debt collector ? is my account in default or past due ? what is my past due balance ? the rep i spoke with was polite , but not helpful . i did finally get my current past due balance . however , i was threatened with `` '' legal action '' if my account was not made current with in 6 days . i was not given an answer to why my online account does not reflect my past due balance , is my loan in default or past due , why do i have to pay { $ 15.00 } to make an online payment , why did my interest rate go up . furthermore , i was given unclear answers about what kind of a company sps is ( mortgage loan servicer or debt collector ) , why do they use intimidating language both in documents and over the phone , is sps purposefully trying to confuse me . i acknowledge that i am past due on my payments , but it should not be this difficult to find my past due balance and i should not be threatened and intimidated . ''	Mortgage	Loan servicing, payments, escrow account	FL	Closed with explanation	Yes	0.0873756878265	3.20707105312
i have documentation that shows that us bank would not charge a returned item fee nor an overdraft fee on my account ( number xxxx ) . when a withdrawal or other debit came in and there were non-sufficient funds , the payment was returned , without charging any fees , unless the resulting overdraft amount was negligible ( this occurred seven times between xx/xx/xxxx and xx/xx/xxxx on the old account as shown by notices received in the mail attached herein ) . on xx/xx/xxxx , i opened a new account at us bank ( xxxx xxxx ) . on xx/xx/xxxx , an overdraft fee was charged , and a few days later two other payments were returned , one other was returned and more fees were added . the bank has failed to provide satisfactorily explanation of this change in policy . at the time of opening the new account , i was not given any notice or warning that new rules would apply . the bank keeps adding extended overdraft fees . in my perception , the bank should have not honored any payments that were underfunded nor charged any fees for overdraft nor returned items because us bank created a reasonable expectation through consistent behavior upon which reliance was reasonable . the bank should bring the account to xxxx balance at its own expense . further , the bank should refrain form a threatened charge off or any other report that will harm my credit history .	Bank account or service	Problems caused by my funds being low	CA	Closed with explanation	Yes	0.397436921659	3.75661756753
after 2 years of service with no issues coinbase closed my account for no reason and furthermore refused to give me a reason despite dozens of request through their support channels . i first signed up with them xx/xx/2014 . by forcing me to sell my bitcoin i missed out on hundreds of dollars in gains in the market and lost the ability to use my shift debit card that i paid { $ 20.00 } for .	Bank account or service	Account opening, closing, or management	TX	Closed with explanation	Yes	0.308696104151	3.86732682603
`` i was dropped from my income based repayment plan by fedloan servicing in xxxx of 2016. they contacted me by email but never tried to call me , even after being delinquent for over 2 months , ( while they had my current phone number on file ) . when i checked my loans myself , i found statements saying i needed to pay over xxxx dollars of standard repayments that had accrued in order to remove the delinquency ( i believe this is predatory and illegal ) . instead i contacted an ombudsman from the xxxx . she instructed me to declare forbearance ( which fedloan services did not tell me was an option . fedloan services told me i had to pay the full 2 months payments on a standard repayment plan i was now on , and continue to pay that amount until a new ibr payment plan was processed . this sounded fraudulent so i contacted a xxxx ombudsman . after the ombudsman talked with the student loan company , both parties ( lender and ombudsman ) told me on xxxx xxxx that i would be entered into forbearance and a new loan document asking me to pay a nominal { $ 5.00 } fee would be sent to me . after this fee is payed , i was told i would enter my repayment plan . i was assured my application was in their system and being processed , and fedloan services person even confirmed they had my income verification documents showing i made around { $ 16000.00 } , and would pay xxxx on an ibr plan . all i had to do was pay a { $ 5.00 } fee to place the loan back on the payment plan . they said i should allow 3 weeks for them to `` '' process '' my plan , even though they literally had every piece of information in front of them . on xxxx xxxx i received a letter informing me they were missing documentation of my income , which makes no sense , because the woman over the phone was able to tell me my income 4 days earlier . when i called fedloan services they tell me i need to fill out a paper application for the ibr plan , and submit paper copies of my income verification which directly contradicts everything they told the ombudsman , and everything it says on both their website and xxxx . why do they even have an app with income verification tools if you need to send a paper application as well ? i believe this company removed me from my plan in the first place in order to threaten me with fraudulent back payments . since early xxxx i have been trying to have my ibr plan processed , which is supposed to take less than 2 weeks and it is taking over 2 months . i have had to reapply for the ibr xxxx separate times now in 2 months , and have gone onto forbearence twice and fedloan services has instructed me at every turn to fill out another form or send something in , or wait 3 weeks for somethings to be processed . this entire time i have been living on an income of less than { $ 900.00 } per month , working part time , and i can prove all of this . so i am well below the threshold for an ibr plan , and they even told me over the phone that i was eligible for { $ 0.00 } payments . there is no excuse for them to be dragging their feet except to force me out of the ibr plan and into a plan where they can collect more money for not processing my information . i am still actively trying to pursue this matter with the ombudsman and fedloan services , but i want to enter a formal complaint with the cfpb , as the behavior of my loan servicer has been dishonest and ( purposely ! ) confusing , slow and incompetent to throw people like me into default so they can make more money off of fees . ''	Student loan	Can't repay my loan	MI	Closed with explanation	Yes	0.833643565534	3.42234959575
